event_id,ticker,company,dividend_per_share,currency,dividend_type,qualification_date,payment_date,closure_date,announcement_date,registrar,status,source_url,source_title,last_verified,confidence
76660c84c254468b,ABBEYBDS,ABBEY MORTGAGE BANK PLC,0.06,NGN,final,2025-05-12,,,,,proposed,https://doclib.ngxgroup.com/Financial_NewsDocs/44005_ABBEY_MORTGAGE_BANK_PLC-DIVIDEND_ANNOUNCEMENT_CORPORATE_ACTIONS_APRIL_2025.pdf,ABBEY MORTGAGE BANK PLC-DIVIDEND ANNOUNCEMENT CORPORATE ACTIONS APRIL 2025,2026-09-13,review
1a082f2d08793069,ABBEYBDS,ABBEY MORTGAGE BANK PLC,0.12,NGN,final,,,,,,declared,https://doclib.ngxgroup.com/Financial_NewsDocs/46907_ABBEY_MORTGAGE_BANK_PLC-DIVIDEND_ANNOUNCEMENT_CORPORATE_ACTIONS_APRIL_2026.pdf,ABBEY MORTGAGE BANK PLC-DIVIDEND ANNOUNCEMENT CORPORATE ACTIONS APRIL 2026,2026-09-13,review
4c35e6e0cf152faa,AFRIPRUD,AFRICA PRUDENTIAL PLC,0.4,NGN,final,2026-03-01,,,,,proposed,https://doclib.ngxgroup.com/Financial_NewsDocs/AFRICA_PRUDENTIAL_PLC_-_CORPORATE_ACTION_ANNOUNCEMENT_2025_FY.pdf,AFRICA PRUDENTIAL PLC - CORPORATE ACTION ANNOUNCEMENT 2025 FY,2026-09-13,review
ad290eef14629c95,ARADEL,ARADEL HOLDINGS PLC,22.0,NGN,final,,,,,,proposed,https://doclib.ngxgroup.com/Financial_NewsDocs/43514_ARADEL_HOLDINGS_PLC-CORPORATE_ACTION_ANNOUNCEMENT__CORPORATE_ACTIONS_MARCH_2025.pdf,ARADEL HOLDINGS PLC-CORPORATE ACTION ANNOUNCEMENT CORPORATE ACTIONS MARCH 2025,2026-09-13,review
c11fd6f471105899,CORNERST,CORNERSTONE INSURANCE PLC-2025 AFS- EARNINGS RELEASE CORPORATE ACTIONS JUNE 2026,0.28,NGN,dividend,2026-06-24,,,,,declared,https://doclib.ngxgroup.com/Financial_NewsDocs/47189_CORNERSTONE_INSURANCE_PLC-2025_AFS-_EARNINGS_RELEASE_CORPORATE_ACTIONS_JUNE_2026.pdf,CORNERSTONE INSURANCE PLC-2025 AFS- EARNINGS RELEASE CORPORATE ACTIONS JUNE 2026,2026-09-13,review
4899f3c847d13220,CORNERST,CORNERSTONE INSURANCE PLC,0.28,NGN,final,2026-06-24,,,,,declared,https://doclib.ngxgroup.com/Financial_NewsDocs/47198_CORNERSTONE_INSURANCE_PLC-DIVIDEND_ANNOUNCEMENT_CORPORATE_ACTIONS_JUNE_2026.pdf,CORNERSTONE INSURANCE PLC-DIVIDEND ANNOUNCEMENT CORPORATE ACTIONS JUNE 2026,2026-09-05,review
5e839812c2597cbe,CORNERST,CORNERSTONE INSURANCE PLC,0.0028000000000000004,NGN,final,,,,,,proposed,https://doclib.ngxgroup.com/Financial_NewsDocs/47210_CORNERSTONE_INSURANCE_PLC-DIVIDEND_ANNOUNCEMENT_CORPORATE_ACTIONS_JUNE_2026.pdf,CORNERSTONE INSURANCE PLC-DIVIDEND ANNOUNCEMENT CORPORATE ACTIONS JUNE 2026,2026-09-01,review
ae6e2646cf544233,CORNERST,CORNERSTONE INSURANCE PLC,0.27,NGN,final,2025-07-07,,,,,proposed,https://doclib.ngxgroup.com/Financial_NewsDocs/44262_CORNERSTONE_INSURANCE_PLC-DIVIDEND_ANNOUNCEMENT_CORPORATE_ACTIONS_JUNE_2025.pdf,CORNERSTONE INSURANCE PLC-DIVIDEND ANNOUNCEMENT CORPORATE ACTIONS JUNE 2025,2026-09-13,review
c3acfb517ad0b532,CUSTODIAN,CUSTODIAN INVESTMENT PLC-CUSTODIAN INVESTMENT PLC,0.1,NGN,final,2025-04-14,,,,,proposed,https://doclib.ngxgroup.com/Financial_NewsDocs/43646_CUSTODIAN_INVESTMENT_PLC-CUSTODIAN_INVESTMENT_PLC__-_CORPORATE_ACTION_ANNOUNCEMENT__CORPORATE_ACTIONS_APRIL_2025.pdf,CUSTODIAN INVESTMENT PLC-CUSTODIAN INVESTMENT PLC - CORPORATE ACTION ANNOUNCEMENT CORPORATE ACTIONS APRIL 2025,2026-09-13,review
0eb6ada5992bcabe,CUSTODIAN,CUSTODIAN INVESTMENT PLC-CUSTODIAN INVESTMENT PLC DIVIDEND CORPORATE ACTION ANNOUNCEMENT CORPORATE ACTIONS APRIL 2026,0.5,NGN,final,2026-04-13,,,,,proposed,https://doclib.ngxgroup.com/Financial_NewsDocs/46570_CUSTODIAN_INVESTMENT_PLC-CUSTODIAN_INVESTMENT_PLC_DIVIDEND_CORPORATE_ACTION_ANNOUNCEMENT_CORPORATE_ACTIONS_APRIL_2026.pdf,CUSTODIAN INVESTMENT PLC-CUSTODIAN INVESTMENT PLC DIVIDEND CORPORATE ACTION ANNOUNCEMENT CORPORATE ACTIONS APRIL 2026,2026-09-13,review
